Name,Web of Science Documents,Times Cited,% Docs Cited,Rank,Category Normalized Citation Impact,Country or Region,Organization Type
Universidade Estadual de Campinas,186,130,20.967741935483872,286,0.7033623655913979,BRAZIL,Academic
Western Sydney University,186,217,31.182795698924732,286,0.7066586021505377,AUSTRALIA,Academic
University of Pisa,185,126,16.216216216216218,288,0.4804216216216216,ITALY,Academic
Renmin University of China,184,287,25.0,289,1.203128804347826,CHINA MAINLAND,Academic
Universita Ca Foscari Venezia,184,226,19.021739130434785,289,0.7333586956521738,ITALY,Academic
University of Iowa,183,158,28.96174863387978,291,0.9987131147540983,USA,Academic
Comenius University Bratislava,183,167,33.87978142076503,291,1.0737131147540984,SLOVAKIA,Academic
Massachusetts Institute of Technology (MIT),181,726,56.9060773480663,293,3.500296132596685,USA,Academic
Ecole Normale Superieure (ENS),181,308,36.46408839779006,293,1.651886187845304,FRANCE,Academic
Carleton University,180,338,39.44444444444444,295,2.1417216666666667,CANADA,Academic
University of Cologne,180,339,43.333333333333336,295,2.5992711111111113,GERMANY (FED REP GER),Academic
Queens University Belfast,180,339,40.0,295,1.4939816666666665,NORTHERN IRELAND,Academic
University of Georgia,178,166,22.47191011235955,298,0.7083623595505618,USA,Academic
Purdue University,178,510,53.93258426966292,298,1.8280342696629215,USA,Academic
University of Massachusetts Amherst,177,342,44.06779661016949,300,1.3576598870056498,USA,Academic
Charles Sturt University,176,212,27.84090909090909,301,0.6477721590909091,AUSTRALIA,Academic
Wake Forest University,174,333,37.93103448275862,302,1.2586155172413793,USA,Academic
Peking University,170,279,34.705882352941174,303,1.0382964705882354,CHINA MAINLAND,Academic
Purdue University West Lafayette Campus,170,505,54.70588235294118,303,1.8742476470588234,USA,Academic
Oxford Brookes University,170,204,28.823529411764703,303,1.0042570588235296,ENGLAND,Academic
University of Utah,167,403,41.31736526946108,306,1.4750502994011976,USA,Academic
University of Messina,167,91,23.952095808383234,306,0.46981077844311375,ITALY,Academic
University of Chester,167,77,17.365269461077844,306,0.4256209580838323,ENGLAND,Academic
St Tikhons's University,166,47,16.265060240963855,309,0.7438843373493977,RUSSIA,Academic
Dartmouth College,165,245,41.81818181818181,310,1.2991066666666669,USA,Academic
Norwegian University of Science & Technology (NTNU),165,591,58.78787878787879,310,2.2273684848484847,NORWAY,Academic
University of Florida,164,245,37.80487804878049,312,0.9270225609756098,USA,Academic
Universidade Federal de Juiz de Fora,164,133,19.51219512195122,312,0.4829890243902439,BRAZIL,Academic
Leipzig University,164,226,34.146341463414636,312,1.3281621951219513,GERMANY (FED REP GER),Academic
Texas State University System,164,284,33.53658536585366,312,0.9810603658536585,USA,Academic System
University of Tasmania,163,316,38.65030674846626,316,1.0076815950920246,AUSTRALIA,Academic
University of Salamanca,163,234,14.723926380368098,316,0.6904478527607363,SPAIN,Academic
Loyola Marymount University,162,211,26.543209876543212,318,1.823267901234568,USA,Academic
University of North Texas System,162,422,51.85185185185185,318,2.919383950617284,USA,Academic System
University of North Texas Denton,161,419,51.5527950310559,320,2.9252273291925466,USA,Academic
Aix-Marseille Universite,161,274,27.95031055900621,320,2.5711701863354035,FRANCE,Academic
Central European University,160,185,39.375,322,1.178944375,HUNGARY,Academic
